,album,release_date,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
146,Ice Cream Cake,2015-03-17,6,472ZfbiiLxX8joCyFfxV6C,Candy,spotify:track:472ZfbiiLxX8joCyFfxV6C,0.593,0.554,0.577,0.0,0.178,-5.071,0.0346,135.922,0.316,38,red velvet
147,The 1st Mini Album‘Ice Cream Cake’,2015-03-17,1,5vCuawHQ8Poch1odz9JDpB,Ice Cream Cake,spotify:track:5vCuawHQ8Poch1odz9JDpB,0.0318,0.58,0.935,0.0,0.0977,-3.348,0.189,172.023,0.603,59,red velvet
148,The 1st Mini Album‘Ice Cream Cake’,2015-03-17,2,76DhGlPaJ112MHVs1PJMyX,Automatic,spotify:track:76DhGlPaJ112MHVs1PJMyX,0.0996,0.598,0.604,0.0,0.387,-6.406,0.252,179.938,0.707,50,red velvet
149,The 1st Mini Album‘Ice Cream Cake’,2015-03-17,3,4lsf2jQG0KVWBpGBISKRZk,Somethin Kinda Crazy,spotify:track:4lsf2jQG0KVWBpGBISKRZk,0.395,0.72,0.828,0.0,0.114,-3.134,0.0408,104.045,0.786,42,red velvet
150,The 1st Mini Album‘Ice Cream Cake’,2015-03-17,4,4iFbnPMRkgyDcVekYgFsnp,Stupid Cupid,spotify:track:4iFbnPMRkgyDcVekYgFsnp,0.0197,0.699,0.78,0.000119,0.629,-3.694,0.129,123.041,0.834,40,red velvet
151,The 1st Mini Album‘Ice Cream Cake’,2015-03-17,5,4hZShMUML4tIKWvxa2u7Ne,Take It Slow,spotify:track:4hZShMUML4tIKWvxa2u7Ne,0.199,0.758,0.583,0.0,0.102,-5.227,0.0315,104.007,0.345,42,red velvet
152,The 1st Mini Album‘Ice Cream Cake’,2015-03-17,6,6z1ycVYyjuc6DsnDe9SKBW,사탕 (Candy),spotify:track:6z1ycVYyjuc6DsnDe9SKBW,0.593,0.554,0.577,0.0,0.178,-5.071,0.0346,135.921,0.316,43,red velvet
154,The 2nd Single 'Be Natural',2014-10-13,1,41qLzxymjkp0R5vl3REb1S,Be Natural,spotify:track:41qLzxymjkp0R5vl3REb1S,0.123,0.58,0.868,0.0,0.302,-1.195,0.316,178.002,0.772,49,red velvet
155,The 1st Single '행복(Happiness)',2014-08-01,1,6XP9L7di5JnOc9WaeAW8oe,행복 (Happiness),spotify:track:6XP9L7di5JnOc9WaeAW8oe,0.323,0.727,0.871,6.21e-06,0.725,-3.099,0.158,121.438,0.681,58,red velvet
176,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,1,6cN7DMetKweuV7GZ5htak4,The Other Side,spotify:track:6cN7DMetKweuV7GZ5htak4,0.00277,0.76,0.607,0.0,0.132,-6.274,0.0964,105.979,0.709,57,red velvet
177,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,2,1mo8r5EwAfNElDFOQNgcQ8,Trolls Wanna Have Good Times (feat. Icona Pop),spotify:track:1mo8r5EwAfNElDFOQNgcQ8,0.00291,0.696,0.632,0.00152,0.383,-4.368,0.0449,119.421,0.415,59,red velvet
178,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,3,10bTsH8ANDUlrR4iPXnbig,Don't Slack,spotify:track:10bTsH8ANDUlrR4iPXnbig,0.0842,0.618,0.837,0.0,0.344,-5.574,0.115,168.114,0.8,57,red velvet
179,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,4,62xFtXfi1MpX9Mqyv4rZzl,It's All Love,spotify:track:62xFtXfi1MpX9Mqyv4rZzl,0.0221,0.678,0.665,0.0,0.417,-7.004,0.138,91.524,0.489,57,red velvet
180,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,5,0ZjmrnH5Uh4WD1L29NTcUs,Just Sing,spotify:track:0ZjmrnH5Uh4WD1L29NTcUs,0.101,0.747,0.612,0.0,0.459,-5.658,0.0819,106.114,0.783,58,red velvet
181,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,6,5O0aq4KMFEariO9hGQze7M,One More Time,spotify:track:5O0aq4KMFEariO9hGQze7M,0.0233,0.701,0.55,0.0,0.0968,-6.606,0.125,130.977,0.309,59,red velvet
182,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,7,5t6N3Gn8oJf3GZliOjv3Yd,Atomic Dog World Tour Remix,spotify:track:5t6N3Gn8oJf3GZliOjv3Yd,0.0221,0.704,0.826,0.0,0.0803,-2.195,0.138,107.521,0.803,54,red velvet
183,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,8,15bDEMeqO9hJwl1WZ14gOI,"Rainbows, Unicorns, Everything Nice",spotify:track:15bDEMeqO9hJwl1WZ14gOI,0.00011,0.0,0.882,0.000945,0.266,-5.155,0.0,0.0,0.0,11,red velvet
184,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,9,6k2fcdMZRetgikCiVJULVq,Rock N Roll Rules,spotify:track:6k2fcdMZRetgikCiVJULVq,0.113,0.649,0.777,1.45e-06,0.251,-4.815,0.261,119.541,0.723,54,red velvet
185,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,10,635voGfgpgAlUvsOrCkqcw,Leaving Lonesome Flats,spotify:track:635voGfgpgAlUvsOrCkqcw,0.0273,0.602,0.946,3.68e-06,0.247,-5.328,0.0817,134.924,0.691,53,red velvet
186,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,11,5Y5b0wokJqZxaefDVRm43v,Born to Die,spotify:track:5Y5b0wokJqZxaefDVRm43v,0.643,0.481,0.368,0.0,0.125,-8.31,0.03,140.384,0.507,55,red velvet
187,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,12,365CXcD4ijaTLbhfaDrlfw,Trolls 2 Many Hits Mashup,spotify:track:365CXcD4ijaTLbhfaDrlfw,0.0602,0.638,0.845,0.0,0.343,-3.336,0.142,130.413,0.769,56,red velvet
188,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,13,04753LTNIuoQaQ4ATBcHzY,Barracuda,spotify:track:04753LTNIuoQaQ4ATBcHzY,0.00152,0.583,0.869,0.00418,0.175,-5.107,0.0503,134.917,0.369,55,red velvet
189,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,14,0PKkhjNbKn4ZjMdKHYQ6uf,Yodel Beat,spotify:track:0PKkhjNbKn4ZjMdKHYQ6uf,0.0124,0.746,0.554,0.791,0.0947,-5.843,0.0394,127.994,0.362,54,red velvet
190,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,15,6lk31ijUSG5exPmV34zFkL,Crazy Train,spotify:track:6lk31ijUSG5exPmV34zFkL,0.00042,0.545,0.872,8.85e-05,0.147,-4.657,0.0451,140.03,0.677,55,red velvet
191,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,16,2zWc9ii8uDntk6srjMKTGY,I Fall to Pieces,spotify:track:2zWc9ii8uDntk6srjMKTGY,0.572,0.673,0.386,6.01e-05,0.238,-8.501,0.0261,99.957,0.589,50,red velvet
192,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,17,2G2U56mtnq7zRLNEjv3QZK,Perfect for Me,spotify:track:2G2U56mtnq7zRLNEjv3QZK,0.567,0.277,0.191,1.2e-06,0.0811,-11.222,0.0345,90.267,0.248,55,red velvet
193,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,18,2ljXeDcwxPDBdfwxzdbAnB,Rock You Like a Hurricane,spotify:track:2ljXeDcwxPDBdfwxzdbAnB,0.0194,0.651,0.806,0.0,0.31,-4.284,0.0416,125.113,0.611,54,red velvet
194,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,19,0kEaLUKTpUot9DBTFGMor7,It's All Love (History of Funk),spotify:track:0kEaLUKTpUot9DBTFGMor7,0.0131,0.736,0.644,7.47e-06,0.0861,-7.532,0.224,91.551,0.365,53,red velvet
195,TROLLS World Tour (Original Motion Picture Soundtrack),2020-03-13,20,139tsLjqIp7RJo22lAaTPs,Just Sing (Trolls World Tour),spotify:track:139tsLjqIp7RJo22lAaTPs,0.319,0.73,0.535,0.0,0.0691,-4.619,0.0565,106.028,0.52,56,red velvet
196,Hotel Del Luna OST,2019-08-31,1,49jL0svg6Tlrat6clo9978,Another Day,spotify:track:49jL0svg6Tlrat6clo9978,0.675,0.507,0.607,2.01e-06,0.195,-3.862,0.0281,143.977,0.482,34,red velvet
197,Hotel Del Luna OST,2019-08-31,2,4nLdQYb7mi5u50hOnHnqzI,Lean on me,spotify:track:4nLdQYb7mi5u50hOnHnqzI,0.655,0.381,0.37,0.0,0.107,-6.733,0.031,123.961,0.166,31,red velvet
198,Hotel Del Luna OST,2019-08-31,3,0Kk5m7nKWxWur6ZKs7dNjh,All about you,spotify:track:0Kk5m7nKWxWur6ZKs7dNjh,0.915,0.531,0.287,0.0,0.118,-7.091,0.0364,135.55,0.491,36,red velvet
199,Hotel Del Luna OST,2019-08-31,4,5LpNpgo3Ir2kk6M7HrLCDU,Only You,spotify:track:5LpNpgo3Ir2kk6M7HrLCDU,0.679,0.59,0.536,0.0,0.131,-6.682,0.0298,135.813,0.255,30,red velvet
200,Hotel Del Luna OST,2019-08-31,5,4qzRc1VPzIR7S1u1rCvrA9,Can You See My Heart,spotify:track:4qzRc1VPzIR7S1u1rCvrA9,0.885,0.397,0.165,0.0,0.102,-10.715,0.0353,134.896,0.126,34,red velvet
201,Hotel Del Luna OST,2019-08-31,6,6ZbcSO3BnJVQ5zen8Ac29y,At The End,spotify:track:6ZbcSO3BnJVQ5zen8Ac29y,0.896,0.618,0.405,0.0,0.103,-5.807,0.0299,133.907,0.222,32,red velvet
202,Hotel Del Luna OST,2019-08-31,7,6fqXhvz27ox6AbzAWkErMC,Remember me,spotify:track:6fqXhvz27ox6AbzAWkErMC,0.801,0.438,0.525,0.0,0.183,-4.957,0.037,136.952,0.245,31,red velvet
204,Hotel Del Luna OST,2019-08-31,9,6YStjHestZIG4UB4SKCVsQ,Can you hear me?,spotify:track:6YStjHestZIG4UB4SKCVsQ,0.82,0.518,0.587,0.0,0.339,-4.523,0.0326,137.575,0.152,29,red velvet
205,Hotel Del Luna OST,2019-08-31,10,4HCKhlRABrYBQGQmpABgCn,So long,spotify:track:4HCKhlRABrYBQGQmpABgCn,0.809,0.45,0.292,0.0,0.16,-7.09,0.0312,131.151,0.292,31,red velvet
206,Hotel Del Luna OST,2019-08-31,11,1j4OVltb8tHL90IrU6BL3L,Say Goodbye,spotify:track:1j4OVltb8tHL90IrU6BL3L,0.845,0.535,0.449,0.0,0.126,-6.014,0.0272,139.723,0.3,28,red velvet
207,Hotel Del Luna OST,2019-08-31,12,0UEufwQxHpf7Y9XE33uSNr,Done For Me,spotify:track:0UEufwQxHpf7Y9XE33uSNr,0.71,0.498,0.454,0.0,0.111,-8.072,0.0396,135.211,0.228,33,red velvet
208,Hotel Del Luna OST,2019-08-31,13,4pKEzqBR07CBw28GHjFzYJ,Love Deluna,spotify:track:4pKEzqBR07CBw28GHjFzYJ,0.541,0.478,0.763,0.0,0.175,-3.96,0.196,199.822,0.57,29,red velvet
