,album,release_date,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
127,SQUARE TWO,2017-07-20,5,1qAPA8TooLVEqAZ58fhcrt,BOOMBAYAH - KR Ver.,spotify:track:1qAPA8TooLVEqAZ58fhcrt,0.00264,0.657,0.85,0.0,0.412,-3.157,0.0694,124.882,0.375,56,blackpink
128,AS IF IT'S YOUR LAST (KR Ver.),2017-07-20,1,0onKPjKMVmROyBOItWnPcI,AS IF IT'S YOUR LAST - KR Ver.,spotify:track:0onKPjKMVmROyBOItWnPcI,0.0749,0.783,0.854,0.0,0.0671,-2.691,0.0902,125.005,0.509,56,blackpink
129,As If It's Your Last,2017-06-22,1,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,spotify:track:1Zyd6zQnC6XIIzmg3hP7Ot,0.0688,0.786,0.853,0.0,0.0759,-2.687,0.0816,125.034,0.45,77,blackpink
130,SQUARE TWO,2016-11-01,1,7e7VjLxO5xJINHvnRytrqi,PLAYING WITH FIRE,spotify:track:7e7VjLxO5xJINHvnRytrqi,0.0399,0.707,0.758,0.0,0.141,-4.511,0.0917,97.037,0.674,74,blackpink
131,SQUARE TWO,2016-11-01,2,4TWHREp4wv0TmewqR6rgRd,STAY,spotify:track:4TWHREp4wv0TmewqR6rgRd,0.569,0.628,0.433,7.71e-06,0.104,-6.808,0.0383,88.074,0.343,69,blackpink
132,SQUARE TWO,2016-11-01,3,0doLJjIDrYkoXDb4b9Qa8n,WHISTLE - Acoustic Ver.,spotify:track:0doLJjIDrYkoXDb4b9Qa8n,0.832,0.842,0.453,0.0,0.0932,-5.942,0.0391,103.038,0.647,63,blackpink
133,SQUARE ONE,2016-08-08,1,7HWmJ1wBecOAMNGjC6SmKE,WHISTLE,spotify:track:7HWmJ1wBecOAMNGjC6SmKE,0.00682,0.822,0.712,0.0,0.0955,-4.877,0.15,102.874,0.647,74,blackpink
134,SQUARE ONE,2016-08-08,2,3yHQKddM8SVCRnuPSo3HPN,BOOMBAYAH,spotify:track:3yHQKddM8SVCRnuPSo3HPN,0.00264,0.658,0.836,1.02e-06,0.507,-3.282,0.0549,124.969,0.387,76,blackpink
135,Viral 2020,2020-07-17,1,0Fr4Z7EKX2Ifxl3fLI4FQ4,Desce Pro Play (PA PA PA),spotify:track:0Fr4Z7EKX2Ifxl3fLI4FQ4,0.0769,0.935,0.71,1.92e-06,0.173,-5.085,0.158,100.009,0.635,2,blackpink
136,Viral 2020,2020-07-17,2,275HuWimFfHV9PqEFdAnRv,BRABA,spotify:track:275HuWimFfHV9PqEFdAnRv,0.181,0.812,0.689,2.55e-05,0.0784,-5.113,0.0619,144.011,0.663,0,blackpink
137,Viral 2020,2020-07-17,3,3nsWR19d9VxJRg9GN2xt29,Combate,spotify:track:3nsWR19d9VxJRg9GN2xt29,0.204,0.953,0.701,3.08e-06,0.0706,-2.358,0.0491,129.985,0.9,0,blackpink
138,Viral 2020,2020-07-17,4,0dWh5rtrnBg9gVav5lrxrF,Tudo Aconteceu,spotify:track:0dWh5rtrnBg9gVav5lrxrF,0.86,0.579,0.346,2.02e-06,0.0945,-13.975,0.371,102.506,0.741,1,blackpink
140,Viral 2020,2020-07-17,6,42FNjPDKhcBVsgPozLlH2p,Do It Again,spotify:track:42FNjPDKhcBVsgPozLlH2p,0.0163,0.721,0.573,0.0,0.259,-6.409,0.0477,96.308,0.411,0,blackpink
141,Viral 2020,2020-07-17,7,0DfMaX7lxapcxKLlKCVAv7,Litrão - Ao Vivo,spotify:track:0DfMaX7lxapcxKLlKCVAv7,0.356,0.48,0.807,0.0,0.626,-7.402,0.195,153.61,0.536,1,blackpink
142,Viral 2020,2020-07-17,8,2oTyEwGW7v3uPihrrucPFy,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,spotify:track:2oTyEwGW7v3uPihrrucPFy,0.599,0.673,0.841,0.0,0.723,-4.968,0.059,162.961,0.664,1,blackpink
143,Viral 2020,2020-07-17,9,60piHQZUeFJ9hhJ6oLb4fV,Flores,spotify:track:60piHQZUeFJ9hhJ6oLb4fV,0.255,0.626,0.599,0.0,0.16,-5.869,0.103,100.004,0.621,1,blackpink
144,Viral 2020,2020-07-17,10,7HTC5BcynvftFd0ec62LPk,Meu Abrigo,spotify:track:7HTC5BcynvftFd0ec62LPk,0.192,0.51,0.588,0.0,0.139,-7.362,0.0454,183.815,0.71,0,blackpink
145,Viral 2020,2020-07-17,11,7cssArwNoamYqjDFesAnKb,áudio de desculpas,spotify:track:7cssArwNoamYqjDFesAnKb,0.447,0.81,0.66,0.0,0.105,-8.398,0.344,135.033,0.556,0,blackpink
146,Viral 2020,2020-07-17,12,1mZgrkcusnqmPFx9pezaWI,What If (I Told You I Like You),spotify:track:1mZgrkcusnqmPFx9pezaWI,0.188,0.735,0.584,0.0,0.125,-5.047,0.165,93.111,0.389,0,blackpink
147,Viral 2020,2020-07-17,13,5tZVtPeozkoNwOcX3uqlgq,Stay,spotify:track:5tZVtPeozkoNwOcX3uqlgq,0.25,0.666,0.625,0.0,0.111,-4.667,0.0742,102.005,0.591,0,blackpink
148,Viral 2020,2020-07-17,14,3ji08GjEnKO2PUeswqZkFC,Planos Impossíveis,spotify:track:3ji08GjEnKO2PUeswqZkFC,0.809,0.766,0.303,0.0,0.118,-9.777,0.0327,102.165,0.409,0,blackpink
149,Viral 2020,2020-07-17,15,6vTqpQMtPoP61LvwcWOvOK,Garupa,spotify:track:6vTqpQMtPoP61LvwcWOvOK,0.172,0.785,0.762,6.48e-05,0.169,-4.168,0.0436,101.964,0.5,0,blackpink
150,Viral 2020,2020-07-17,16,6T4ZrDfQRFJ8UjMjSl7Dhi,Sorry,spotify:track:6T4ZrDfQRFJ8UjMjSl7Dhi,0.0528,0.637,0.764,0.0,0.258,-6.651,0.053,104.277,0.474,2,blackpink
151,Viral 2020,2020-07-17,17,2wYwGTJjpioMsnwVzgJo5U,Breathe,spotify:track:2wYwGTJjpioMsnwVzgJo5U,0.222,0.746,0.486,1.38e-06,0.123,-7.004,0.0344,92.018,0.417,0,blackpink
152,Viral 2020,2020-07-17,18,3NiIrRvHM0dmpHLRwjQDeu,There's Nothing Holdin' Me Back,spotify:track:3NiIrRvHM0dmpHLRwjQDeu,0.331,0.842,0.815,0.0,0.0743,-3.447,0.0614,121.966,0.964,1,blackpink
153,Viral 2020,2020-07-17,19,696pAQxmVCGtSsue2EWI6t,Pompeii,spotify:track:696pAQxmVCGtSsue2EWI6t,0.0676,0.659,0.791,0.0,0.286,-4.422,0.046,127.421,0.52,11,blackpink
154,Viral 2020,2020-07-17,20,1Fl2tAYdZz9V6moi06JuwH,Stitches,spotify:track:1Fl2tAYdZz9V6moi06JuwH,0.0207,0.737,0.75,0.0,0.0651,-5.891,0.0739,149.867,0.721,15,blackpink
155,Viral 2020,2020-07-17,21,3riV8JD0fHnuLlkj5DoDyc,Dois Corações,spotify:track:3riV8JD0fHnuLlkj5DoDyc,0.892,0.5,0.143,0.0,0.108,-11.272,0.0307,131.674,0.234,1,blackpink
156,Viral 2020,2020-07-17,22,5CLHSRH76ZB8xoMJSPfg1Y,The Less I Know The Better,spotify:track:5CLHSRH76ZB8xoMJSPfg1Y,0.0106,0.622,0.784,0.0089,0.104,-3.83,0.0292,116.892,0.78,1,blackpink
157,Viral 2020,2020-07-17,23,4lAOMHcJbA4HzWtksl0r1t,Ameno,spotify:track:4lAOMHcJbA4HzWtksl0r1t,0.138,0.584,0.712,8.99e-05,0.12,-4.979,0.0321,102.857,0.185,1,blackpink
